[2025-12-21 21:01:21,042::train::INFO] Namespace(config='configs/tuning_c003.yml', device='cuda', logdir='./logs_diffusion', tag='', train_report_iter=200)
[2025-12-21 21:01:21,042::train::INFO] {'data': {'name': 'pl', 'path': './data/crossdocked_v1.1_rmsd1.0_pocket10', 'split': './data/crossdocked_pocket10_pose_split.pt', 'transform': {'ligand_atom_mode': 'add_aromatic', 'random_rot': False}}, 'model': {'model_mean_type': 'C0', 'beta_schedule': 'sigmoid', 'beta_start': 1e-07, 'beta_end': 0.002, 'v_beta_schedule': 'cosine', 'v_beta_s': 0.01, 'num_diffusion_timesteps': 1000, 'loss_v_weight': 100.0, 'sample_time_method': 'symmetric', 'time_emb_dim': 0, 'time_emb_mode': 'simple', 'center_pos_mode': 'protein', 'node_indicator': True, 'model_type': 'uni_o2', 'num_blocks': 1, 'num_layers': 9, 'hidden_dim': 128, 'n_heads': 16, 'edge_feat_dim': 4, 'num_r_gaussian': 20, 'knn': 32, 'num_node_types': 8, 'act_fn': 'relu', 'norm': True, 'cutoff_mode': 'knn', 'ew_net_type': 'global', 'num_x2h': 1, 'num_h2x': 1, 'r_max': 10.0, 'x2h_out_fc': False, 'sync_twoup': False, 'compactness_weight': 0.003, 'spp_weight': 0.0}, 'train': {'seed': 2021, 'batch_size': 4, 'num_workers': 4, 'n_acc_batch': 1, 'max_iters': 100000, 'val_freq': 2000, 'pos_noise_std': 0.1, 'max_grad_norm': 8.0, 'bond_loss_weight': 1.0, 'optimizer': {'type': 'adam', 'lr': 0.001, 'weight_decay': 0, 'beta1': 0.95, 'beta2': 0.999}, 'scheduler': {'type': 'plateau', 'factor': 0.6, 'patience': 10, 'min_lr': 1e-06}}}
[2025-12-21 21:01:21,211::train::INFO] Loading dataset...
[2025-12-21 21:05:15,795::train::INFO] [Train] Iter 01400 | Loss 0.424171 | Loss pos 0.267253 | Loss v 0.001260 | Compact 10.311871 | SPP 0.000000 | Energy 0.913539 | Grad 0.5137 | LR 0.001000
[2025-12-21 21:05:45,927::train::INFO] [Train] Iter 01600 | Loss 0.711357 | Loss pos 0.424131 | Loss v 0.002467 | Compact 13.501959 | SPP 0.000000 | Energy 1.314371 | Grad 1.1207 | LR 0.001000
[2025-12-21 21:06:16,255::train::INFO] [Train] Iter 01800 | Loss 1.334719 | Loss pos 1.223299 | Loss v 0.000913 | Compact 6.700165 | SPP 0.000000 | Energy 1.860467 | Grad 2.6713 | LR 0.001000
[2025-12-21 21:06:46,697::train::INFO] [Train] Iter 02000 | Loss 0.713499 | Loss pos 0.551892 | Loss v 0.001443 | Compact 5.781086 | SPP 0.000000 | Energy 0.854384 | Grad 0.8775 | LR 0.001000
[2025-12-21 21:13:34,819::train::INFO] [Validate] Iter 02000 | Loss 1.025118 | Loss pos 0.908222 | Loss v 0.927868 e-3 | Avg atom auroc 0.866159 | Compact 8.036193 | SPP 0.000000
[2025-12-21 21:13:34,834::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 21:14:05,286::train::INFO] [Train] Iter 02200 | Loss 0.782287 | Loss pos 0.644384 | Loss v 0.000999 | Compact 12.680138 | SPP 0.000000 | Energy 0.704490 | Grad 0.4298 | LR 0.001000
[2025-12-21 21:14:35,644::train::INFO] [Train] Iter 02400 | Loss 1.556677 | Loss pos 1.448075 | Loss v 0.001049 | Compact 1.230993 | SPP 0.000000 | Energy 0.689965 | Grad 1.5711 | LR 0.001000
[2025-12-21 21:15:06,196::train::INFO] [Train] Iter 02600 | Loss 0.551862 | Loss pos 0.397063 | Loss v 0.001361 | Compact 6.247101 | SPP 0.000000 | Energy 0.689666 | Grad 0.6311 | LR 0.001000
[2025-12-21 21:15:36,729::train::INFO] [Train] Iter 02800 | Loss 1.353444 | Loss pos 1.229517 | Loss v 0.001130 | Compact 3.638329 | SPP 0.000000 | Energy 0.705618 | Grad 1.2792 | LR 0.001000
[2025-12-21 21:16:07,039::train::INFO] [Train] Iter 03000 | Loss 0.754746 | Loss pos 0.581877 | Loss v 0.001398 | Compact 11.022154 | SPP 0.000000 | Energy 0.909159 | Grad 0.8597 | LR 0.001000
[2025-12-21 21:16:37,642::train::INFO] [Train] Iter 03200 | Loss 0.790510 | Loss pos 0.688831 | Loss v 0.000811 | Compact 6.873061 | SPP 0.000000 | Energy 0.799000 | Grad 0.4105 | LR 0.001000
[2025-12-21 21:17:07,841::train::INFO] [Train] Iter 03400 | Loss 0.412609 | Loss pos 0.280386 | Loss v 0.001045 | Compact 9.233236 | SPP 0.000000 | Energy 0.802717 | Grad 1.0056 | LR 0.001000
[2025-12-21 21:17:38,437::train::INFO] [Train] Iter 03600 | Loss 0.910124 | Loss pos 0.791969 | Loss v 0.000908 | Compact 9.133659 | SPP 0.000000 | Energy 0.868860 | Grad 0.4022 | LR 0.001000
[2025-12-21 21:18:08,740::train::INFO] [Train] Iter 03800 | Loss 1.364967 | Loss pos 1.257076 | Loss v 0.000974 | Compact 3.484024 | SPP 0.000000 | Energy 1.044149 | Grad 1.2179 | LR 0.001000
[2025-12-21 21:18:39,262::train::INFO] [Train] Iter 04000 | Loss 0.830774 | Loss pos 0.767365 | Loss v 0.000402 | Compact 7.732376 | SPP 0.000000 | Energy 0.891513 | Grad 1.4858 | LR 0.001000
[2025-12-21 21:24:34,920::train::INFO] [Validate] Iter 04000 | Loss 0.952780 | Loss pos 0.842419 | Loss v 0.866378 e-3 | Avg atom auroc 0.887301 | Compact 7.908069 | SPP 0.000000
[2025-12-21 21:24:34,934::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 21:25:05,558::train::INFO] [Train] Iter 04200 | Loss 0.244116 | Loss pos 0.141337 | Loss v 0.000657 | Compact 12.353803 | SPP 0.000000 | Energy 1.367771 | Grad 0.2612 | LR 0.001000
[2025-12-21 21:25:36,208::train::INFO] [Train] Iter 04400 | Loss 0.499238 | Loss pos 0.448452 | Loss v 0.000266 | Compact 8.045803 | SPP 0.000000 | Energy 0.733231 | Grad 0.2693 | LR 0.001000
[2025-12-21 21:26:06,962::train::INFO] [Train] Iter 04600 | Loss 0.959171 | Loss pos 0.794576 | Loss v 0.001364 | Compact 9.402888 | SPP 0.000000 | Energy 1.173037 | Grad 1.8490 | LR 0.001000
[2025-12-21 21:26:37,689::train::INFO] [Train] Iter 04800 | Loss 0.552757 | Loss pos 0.450782 | Loss v 0.000826 | Compact 6.465827 | SPP 0.000000 | Energy 0.773625 | Grad 0.6068 | LR 0.001000
[2025-12-21 21:27:08,400::train::INFO] [Train] Iter 05000 | Loss 1.203584 | Loss pos 1.125103 | Loss v 0.000437 | Compact 11.595136 | SPP 0.000000 | Energy 0.991646 | Grad 1.1781 | LR 0.001000
[2025-12-21 21:27:39,131::train::INFO] [Train] Iter 05200 | Loss 0.531569 | Loss pos 0.450311 | Loss v 0.000650 | Compact 5.419156 | SPP 0.000000 | Energy 0.714428 | Grad 0.3088 | LR 0.001000
[2025-12-21 21:28:09,554::train::INFO] [Train] Iter 05400 | Loss 0.913507 | Loss pos 0.834327 | Loss v 0.000639 | Compact 5.091210 | SPP 0.000000 | Energy 0.719564 | Grad 1.7124 | LR 0.001000
[2025-12-21 21:28:40,231::train::INFO] [Train] Iter 05600 | Loss 0.721465 | Loss pos 0.579694 | Loss v 0.001309 | Compact 3.639385 | SPP 0.000000 | Energy 0.601639 | Grad 0.6461 | LR 0.001000
[2025-12-21 21:29:10,928::train::INFO] [Train] Iter 05800 | Loss 0.506441 | Loss pos 0.396228 | Loss v 0.000574 | Compact 17.618668 | SPP 0.000000 | Energy 0.780994 | Grad 0.6195 | LR 0.001000
[2025-12-21 21:29:41,449::train::INFO] [Train] Iter 06000 | Loss 0.856032 | Loss pos 0.739759 | Loss v 0.000987 | Compact 5.856399 | SPP 0.000000 | Energy 0.618778 | Grad 0.8342 | LR 0.001000
[2025-12-21 21:35:36,626::train::INFO] [Validate] Iter 06000 | Loss 0.935174 | Loss pos 0.830480 | Loss v 0.809537 e-3 | Avg atom auroc 0.895347 | Compact 7.913534 | SPP 0.000000
[2025-12-21 21:35:36,641::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 21:36:06,923::train::INFO] [Train] Iter 06200 | Loss 0.526051 | Loss pos 0.345459 | Loss v 0.001633 | Compact 5.773109 | SPP 0.000000 | Energy 0.586722 | Grad 0.7910 | LR 0.001000
[2025-12-21 21:36:37,520::train::INFO] [Train] Iter 06400 | Loss 1.343102 | Loss pos 1.234787 | Loss v 0.000930 | Compact 5.102202 | SPP 0.000000 | Energy 0.634410 | Grad 0.8448 | LR 0.001000
[2025-12-21 21:37:08,168::train::INFO] [Train] Iter 06600 | Loss 0.618895 | Loss pos 0.535224 | Loss v 0.000630 | Compact 6.896462 | SPP 0.000000 | Energy 0.527773 | Grad 0.5024 | LR 0.001000
[2025-12-21 21:37:38,607::train::INFO] [Train] Iter 06800 | Loss 0.892382 | Loss pos 0.815052 | Loss v 0.000574 | Compact 6.657253 | SPP 0.000000 | Energy 0.795369 | Grad 0.2811 | LR 0.001000
[2025-12-21 21:38:09,201::train::INFO] [Train] Iter 07000 | Loss 1.491069 | Loss pos 1.387337 | Loss v 0.000928 | Compact 3.657045 | SPP 0.000000 | Energy 0.765754 | Grad 0.5395 | LR 0.001000
[2025-12-21 21:38:39,860::train::INFO] [Train] Iter 07200 | Loss 0.921435 | Loss pos 0.837963 | Loss v 0.000390 | Compact 14.824786 | SPP 0.000000 | Energy 0.937991 | Grad 2.6577 | LR 0.001000
[2025-12-21 21:39:10,221::train::INFO] [Train] Iter 07400 | Loss 0.957506 | Loss pos 0.846634 | Loss v 0.000984 | Compact 4.160069 | SPP 0.000000 | Energy 1.001716 | Grad 0.6972 | LR 0.001000
[2025-12-21 21:39:40,494::train::INFO] [Train] Iter 07600 | Loss 0.799070 | Loss pos 0.680013 | Loss v 0.001045 | Compact 4.847667 | SPP 0.000000 | Energy 0.625109 | Grad 0.5678 | LR 0.001000
[2025-12-21 21:40:11,138::train::INFO] [Train] Iter 07800 | Loss 1.253049 | Loss pos 1.141760 | Loss v 0.000911 | Compact 6.735639 | SPP 0.000000 | Energy 0.900997 | Grad 0.7701 | LR 0.001000
[2025-12-21 21:40:41,393::train::INFO] [Train] Iter 08000 | Loss 1.015350 | Loss pos 0.898736 | Loss v 0.000856 | Compact 10.338235 | SPP 0.000000 | Energy 1.329005 | Grad 1.8014 | LR 0.001000
[2025-12-21 21:46:35,105::train::INFO] [Validate] Iter 08000 | Loss 0.909046 | Loss pos 0.807262 | Loss v 0.780103 e-3 | Avg atom auroc 0.895021 | Compact 7.924599 | SPP 0.000000
[2025-12-21 21:46:35,120::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 21:47:05,458::train::INFO] [Train] Iter 08200 | Loss 1.083782 | Loss pos 1.009892 | Loss v 0.000538 | Compact 6.709729 | SPP 0.000000 | Energy 1.230945 | Grad 0.4349 | LR 0.001000
[2025-12-21 21:47:35,740::train::INFO] [Train] Iter 08400 | Loss 0.487261 | Loss pos 0.356114 | Loss v 0.001074 | Compact 7.926622 | SPP 0.000000 | Energy 0.635595 | Grad 0.8504 | LR 0.001000
[2025-12-21 21:48:05,989::train::INFO] [Train] Iter 08600 | Loss 1.624555 | Loss pos 1.508769 | Loss v 0.001040 | Compact 3.944152 | SPP 0.000000 | Energy 1.204459 | Grad 1.1919 | LR 0.001000
[2025-12-21 21:48:35,736::train::INFO] [Train] Iter 08800 | Loss 0.906972 | Loss pos 0.759292 | Loss v 0.001334 | Compact 4.771471 | SPP 0.000000 | Energy 0.762589 | Grad 0.8468 | LR 0.001000
[2025-12-21 21:49:05,590::train::INFO] [Train] Iter 09000 | Loss 1.239566 | Loss pos 1.094864 | Loss v 0.001312 | Compact 4.486717 | SPP 0.000000 | Energy 0.699260 | Grad 0.5154 | LR 0.001000
[2025-12-21 21:49:35,776::train::INFO] [Train] Iter 09200 | Loss 0.526567 | Loss pos 0.444284 | Loss v 0.000650 | Compact 5.759580 | SPP 0.000000 | Energy 0.931994 | Grad 0.2672 | LR 0.001000
[2025-12-21 21:50:06,243::train::INFO] [Train] Iter 09400 | Loss 1.286898 | Loss pos 1.197924 | Loss v 0.000594 | Compact 9.873760 | SPP 0.000000 | Energy 0.791748 | Grad 1.1059 | LR 0.001000
[2025-12-21 21:50:36,070::train::INFO] [Train] Iter 09600 | Loss 0.693381 | Loss pos 0.608592 | Loss v 0.000587 | Compact 8.712687 | SPP 0.000000 | Energy 1.202319 | Grad 1.3619 | LR 0.001000
[2025-12-21 21:51:06,146::train::INFO] [Train] Iter 09800 | Loss 1.157023 | Loss pos 1.016422 | Loss v 0.001246 | Compact 5.346522 | SPP 0.000000 | Energy 1.107399 | Grad 0.7078 | LR 0.001000
[2025-12-21 21:51:36,234::train::INFO] [Train] Iter 10000 | Loss 0.245439 | Loss pos 0.157186 | Loss v 0.000659 | Compact 7.438599 | SPP 0.000000 | Energy 0.725935 | Grad 0.6085 | LR 0.001000
[2025-12-21 21:57:30,790::train::INFO] [Validate] Iter 10000 | Loss 0.902381 | Loss pos 0.804139 | Loss v 0.744871 e-3 | Avg atom auroc 0.906572 | Compact 7.918273 | SPP 0.000000
[2025-12-21 21:57:30,806::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 21:58:00,697::train::INFO] [Train] Iter 10200 | Loss 0.724924 | Loss pos 0.645383 | Loss v 0.000400 | Compact 13.170210 | SPP 0.000000 | Energy 1.121746 | Grad 0.5872 | LR 0.001000
[2025-12-21 21:58:30,833::train::INFO] [Train] Iter 10400 | Loss 0.365183 | Loss pos 0.288602 | Loss v 0.000516 | Compact 8.318154 | SPP 0.000000 | Energy 0.993595 | Grad 0.2090 | LR 0.001000
[2025-12-21 21:59:00,810::train::INFO] [Train] Iter 10600 | Loss 0.215202 | Loss pos 0.108125 | Loss v 0.000838 | Compact 7.750730 | SPP 0.000000 | Energy 0.825700 | Grad 0.2408 | LR 0.001000
[2025-12-21 21:59:31,084::train::INFO] [Train] Iter 10800 | Loss 1.256349 | Loss pos 1.103954 | Loss v 0.001280 | Compact 8.124481 | SPP 0.000000 | Energy 0.883007 | Grad 0.7532 | LR 0.001000
[2025-12-21 22:00:01,143::train::INFO] [Train] Iter 11000 | Loss 0.651533 | Loss pos 0.567443 | Loss v 0.000693 | Compact 4.941102 | SPP 0.000000 | Energy 0.678613 | Grad 0.6036 | LR 0.001000
[2025-12-21 22:00:31,199::train::INFO] [Train] Iter 11200 | Loss 0.885373 | Loss pos 0.751653 | Loss v 0.000900 | Compact 14.583650 | SPP 0.000000 | Energy 1.466103 | Grad 0.4602 | LR 0.001000
[2025-12-21 22:01:01,266::train::INFO] [Train] Iter 11400 | Loss 0.782564 | Loss pos 0.697954 | Loss v 0.000604 | Compact 8.062436 | SPP 0.000000 | Energy 1.125660 | Grad 0.6319 | LR 0.001000
[2025-12-21 22:01:31,277::train::INFO] [Train] Iter 11600 | Loss 1.591816 | Loss pos 1.450564 | Loss v 0.001266 | Compact 4.875787 | SPP 0.000000 | Energy 0.970065 | Grad 1.9178 | LR 0.001000
[2025-12-21 22:02:01,396::train::INFO] [Train] Iter 11800 | Loss 0.468485 | Loss pos 0.323223 | Loss v 0.001060 | Compact 13.075039 | SPP 0.000000 | Energy 1.011893 | Grad 0.7506 | LR 0.001000
[2025-12-21 22:02:31,368::train::INFO] [Train] Iter 12000 | Loss 0.784182 | Loss pos 0.649472 | Loss v 0.001188 | Compact 5.290063 | SPP 0.000000 | Energy 0.947798 | Grad 0.7033 | LR 0.001000
[2025-12-21 22:08:25,351::train::INFO] [Validate] Iter 12000 | Loss 0.881472 | Loss pos 0.783268 | Loss v 0.736712 e-3 | Avg atom auroc 0.912321 | Compact 8.177545 | SPP 0.000000
[2025-12-21 22:08:25,365::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 22:08:55,316::train::INFO] [Train] Iter 12200 | Loss 0.334955 | Loss pos 0.181657 | Loss v 0.001298 | Compact 7.840798 | SPP 0.000000 | Energy 0.598812 | Grad 0.2193 | LR 0.001000
[2025-12-21 22:09:25,016::train::INFO] [Train] Iter 12400 | Loss 0.823813 | Loss pos 0.728493 | Loss v 0.000585 | Compact 12.273332 | SPP 0.000000 | Energy 0.726383 | Grad 0.5057 | LR 0.001000
[2025-12-21 22:09:54,616::train::INFO] [Train] Iter 12600 | Loss 1.669055 | Loss pos 1.562492 | Loss v 0.000958 | Compact 3.595139 | SPP 0.000000 | Energy 0.653906 | Grad 1.0746 | LR 0.001000
[2025-12-21 22:10:24,715::train::INFO] [Train] Iter 12800 | Loss 0.665954 | Loss pos 0.509643 | Loss v 0.001282 | Compact 9.380656 | SPP 0.000000 | Energy 0.744539 | Grad 0.4935 | LR 0.001000
[2025-12-21 22:10:54,682::train::INFO] [Train] Iter 13000 | Loss 0.479426 | Loss pos 0.379728 | Loss v 0.000555 | Compact 14.720232 | SPP 0.000000 | Energy 1.068967 | Grad 1.2894 | LR 0.001000
[2025-12-21 22:11:24,511::train::INFO] [Train] Iter 13200 | Loss 1.162596 | Loss pos 1.085638 | Loss v 0.000613 | Compact 5.222690 | SPP 0.000000 | Energy 0.606593 | Grad 1.0094 | LR 0.001000
[2025-12-21 22:11:54,410::train::INFO] [Train] Iter 13400 | Loss 0.778797 | Loss pos 0.647439 | Loss v 0.001128 | Compact 6.191703 | SPP 0.000000 | Energy 0.612590 | Grad 1.2524 | LR 0.001000
[2025-12-21 22:12:24,494::train::INFO] [Train] Iter 13600 | Loss 0.468878 | Loss pos 0.330762 | Loss v 0.001153 | Compact 7.599816 | SPP 0.000000 | Energy 0.762700 | Grad 2.5166 | LR 0.001000
[2025-12-21 22:12:54,663::train::INFO] [Train] Iter 13800 | Loss 1.344836 | Loss pos 1.249989 | Loss v 0.000834 | Compact 3.799878 | SPP 0.000000 | Energy 1.068032 | Grad 0.5382 | LR 0.001000
[2025-12-21 22:13:24,545::train::INFO] [Train] Iter 14000 | Loss 1.842338 | Loss pos 1.712557 | Loss v 0.001191 | Compact 3.562329 | SPP 0.000000 | Energy 0.872715 | Grad 0.5896 | LR 0.001000
[2025-12-21 22:19:16,625::train::INFO] [Validate] Iter 14000 | Loss 0.866300 | Loss pos 0.769517 | Loss v 0.728013 e-3 | Avg atom auroc 0.914537 | Compact 7.993921 | SPP 0.000000
[2025-12-21 22:19:16,638::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 22:19:47,059::train::INFO] [Train] Iter 14200 | Loss 0.548042 | Loss pos 0.424874 | Loss v 0.001009 | Compact 7.427536 | SPP 0.000000 | Energy 0.749326 | Grad 0.5769 | LR 0.001000
[2025-12-21 22:20:17,075::train::INFO] [Train] Iter 14400 | Loss 1.436792 | Loss pos 1.334880 | Loss v 0.000908 | Compact 3.712218 | SPP 0.000000 | Energy 0.776805 | Grad 0.6213 | LR 0.001000
[2025-12-21 22:20:47,245::train::INFO] [Train] Iter 14600 | Loss 0.715330 | Loss pos 0.524144 | Loss v 0.001626 | Compact 9.518140 | SPP 0.000000 | Energy 1.090881 | Grad 0.4896 | LR 0.001000
[2025-12-21 22:21:17,331::train::INFO] [Train] Iter 14800 | Loss 0.277212 | Loss pos 0.173428 | Loss v 0.000676 | Compact 12.053057 | SPP 0.000000 | Energy 0.846158 | Grad 0.3780 | LR 0.001000
[2025-12-21 22:21:47,382::train::INFO] [Train] Iter 15000 | Loss 0.463735 | Loss pos 0.335374 | Loss v 0.000994 | Compact 9.644311 | SPP 0.000000 | Energy 0.874084 | Grad 0.7831 | LR 0.001000
[2025-12-21 22:22:17,213::train::INFO] [Train] Iter 15200 | Loss 0.926899 | Loss pos 0.777848 | Loss v 0.001328 | Compact 5.414599 | SPP 0.000000 | Energy 0.961038 | Grad 0.4035 | LR 0.001000
[2025-12-21 22:22:47,309::train::INFO] [Train] Iter 15400 | Loss 0.814765 | Loss pos 0.687500 | Loss v 0.001112 | Compact 5.367472 | SPP 0.000000 | Energy 0.676693 | Grad 0.7749 | LR 0.001000
[2025-12-21 22:23:17,173::train::INFO] [Train] Iter 15600 | Loss 1.043139 | Loss pos 0.966111 | Loss v 0.000508 | Compact 8.733534 | SPP 0.000000 | Energy 1.552278 | Grad 1.1155 | LR 0.001000
[2025-12-21 22:23:47,435::train::INFO] [Train] Iter 15800 | Loss 0.835297 | Loss pos 0.744837 | Loss v 0.000633 | Compact 9.041348 | SPP 0.000000 | Energy 1.406650 | Grad 0.5187 | LR 0.001000
[2025-12-21 22:24:17,264::train::INFO] [Train] Iter 16000 | Loss 0.245373 | Loss pos 0.169006 | Loss v 0.000598 | Compact 5.527077 | SPP 0.000000 | Energy 0.807867 | Grad 0.3328 | LR 0.001000
[2025-12-21 22:30:08,679::train::INFO] [Validate] Iter 16000 | Loss 0.860104 | Loss pos 0.764271 | Loss v 0.715771 e-3 | Avg atom auroc 0.921180 | Compact 8.085281 | SPP 0.000000
[2025-12-21 22:30:08,690::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 22:30:38,758::train::INFO] [Train] Iter 16200 | Loss 0.858214 | Loss pos 0.777917 | Loss v 0.000645 | Compact 5.272559 | SPP 0.000000 | Energy 1.472335 | Grad 0.5784 | LR 0.001000
[2025-12-21 22:31:08,758::train::INFO] [Train] Iter 16400 | Loss 1.293103 | Loss pos 1.171515 | Loss v 0.001065 | Compact 5.018371 | SPP 0.000000 | Energy 1.219733 | Grad 0.8069 | LR 0.001000
[2025-12-21 22:31:38,595::train::INFO] [Train] Iter 16600 | Loss 0.607952 | Loss pos 0.537434 | Loss v 0.000406 | Compact 9.972002 | SPP 0.000000 | Energy 1.140479 | Grad 0.9954 | LR 0.001000
[2025-12-21 22:32:08,383::train::INFO] [Train] Iter 16800 | Loss 0.596250 | Loss pos 0.503102 | Loss v 0.000779 | Compact 5.075876 | SPP 0.000000 | Energy 1.335343 | Grad 0.8192 | LR 0.001000
[2025-12-21 22:32:38,004::train::INFO] [Train] Iter 17000 | Loss 0.735757 | Loss pos 0.698652 | Loss v 0.000165 | Compact 6.854386 | SPP 0.000000 | Energy 0.634059 | Grad 0.7783 | LR 0.001000
[2025-12-21 22:33:08,058::train::INFO] [Train] Iter 17200 | Loss 0.391939 | Loss pos 0.309282 | Loss v 0.000477 | Compact 11.667612 | SPP 0.000000 | Energy 1.356251 | Grad 0.3865 | LR 0.001000
[2025-12-21 22:33:38,298::train::INFO] [Train] Iter 17400 | Loss 0.646413 | Loss pos 0.556809 | Loss v 0.000694 | Compact 6.732513 | SPP 0.000000 | Energy 0.897349 | Grad 0.3130 | LR 0.001000
[2025-12-21 22:34:08,259::train::INFO] [Train] Iter 17600 | Loss 0.286826 | Loss pos 0.209454 | Loss v 0.000485 | Compact 9.627016 | SPP 0.000000 | Energy 0.792324 | Grad 0.1757 | LR 0.001000
[2025-12-21 22:34:37,796::train::INFO] [Train] Iter 17800 | Loss 0.381937 | Loss pos 0.244793 | Loss v 0.001083 | Compact 9.601505 | SPP 0.000000 | Energy 0.899810 | Grad 0.4749 | LR 0.001000
[2025-12-21 22:35:07,787::train::INFO] [Train] Iter 18000 | Loss 0.269535 | Loss pos 0.190921 | Loss v 0.000614 | Compact 5.725169 | SPP 0.000000 | Energy 0.747008 | Grad 0.4004 | LR 0.001000
[2025-12-21 22:41:04,225::train::INFO] [Validate] Iter 18000 | Loss 0.860299 | Loss pos 0.766432 | Loss v 0.695196 e-3 | Avg atom auroc 0.915791 | Compact 8.115891 | SPP 0.000000
[2025-12-21 22:41:04,242::train::INFO] [Validate] Best val loss achieved: N/A (val_loss is None)
[2025-12-21 22:41:34,122::train::INFO] [Train] Iter 18200 | Loss 0.628652 | Loss pos 0.569368 | Loss v 0.000424 | Compact 5.620704 | SPP 0.000000 | Energy 0.872896 | Grad 0.5973 | LR 0.001000
[2025-12-21 22:42:03,893::train::INFO] [Train] Iter 18400 | Loss 0.713722 | Loss pos 0.555565 | Loss v 0.001365 | Compact 7.217227 | SPP 0.000000 | Energy 0.916898 | Grad 0.2040 | LR 0.001000
